,,Programmed coordinate,,,CoppeliaSim coordinates,,,Coordinates differences,,,Programmed TCP orientation,,,CoppeliaSim TCP orientation,,,TCP orientation difference,,,,,,,,
Time (min),P#,X,Y,Z,X,Y,Z,DX,DY,DZ,RX,RY,RZ,RX,RY,RZ,DRX,DRY,DRZ,A1,A2,A3,A4,A5,A6
16,P18,462,-94,399,462,-94,399,0,0,0,0,90,0,0,90,0,0,0,0,-13.355058,16.234314,35.339272,-17.133858,-52.764537,10.059014
16,P19,692,76,390,692,76,390,0,0,0,0,90,0,0,90,0,0,0,0,6.952251,44.04443,-8.774168,11.628963,-35.874797,-9.998675
16,P20,536,248,280,536,248,280,0,0,0,0,90,0,0,90,0,0,0,0,27.777546,45.963904,11.784107,31.626596,-61.887559,-16.706314
16,P21,619,18,314,619.003,18,314.002,-0.003,0,-0.002,0,90,0,0,89.98,0,0,0.02,0,1.862902,43.457672,8.192059,2.091803,-51.681634,-1.771743
16,P22,527,287,353,526.995,287,352.997,0.005,0,0.003,0,90,0,0,90,-0.01,0,0,0.01,31.888715,37.640448,10.573108,39.538428,-55.611319,-25.591977
16,P23,647,222,381,647.001,222.001,381.001,-0.001,-0.001,-0.001,0,90,0,0,90,0,0,0,0,20.929818,43.815106,-6.623831,32.020555,-41.954161,-25.506341
16,P24,405,244,479,405,243.999,478.999,0,0.001,0.001,0,90,0,0,90,0,0,0,0,35.74726,7.180209,30.048928,49.628567,-49.841199,-37.895222
16,P25,415,192,396,415,192,396,0,0,0,0,90,0,0,90,0,0,0,0,28.772342,15.748676,36.891248,34.349663,-57.955235,-20.542901
16,P26,695,288,364,695.002,287.999,364,-0.002,0.001,0,0,90,0,0,90,0,0,0,0,24.621086,54.97192,-24.363535,41.687574,-38.54116,-35.427423
16,P27,483,298,550,482.996,298.002,549.997,0.004,-0.002,0.003,0,90,0,0,90,-0.01,0,0,0.01,35.610748,14.957895,8.19338,60.882701,-41.684092,-54.002994
16,P28,417,184,294,417.003,183.994,293.999,-0.003,0.006,0.001,0,90,0,0,90,0,0,0,0,27.569916,33.443191,36.862367,28.728755,-72.703635,-9.75842
16,P29,700,36,537,700.004,36.007,537,-0.004,-0.007,0,0,90,0,0,90,0,0,0,0,3.325953,34.033965,-16.886238,10.80688,-17.459376,-10.895717
16,P30,452,103,282,451.998,102.992,281.995,0.002,0.008,0.005,0,90,0,0,90,-0.01,0,0,0.01,14.85992,35.861351,35.919619,15.33167,-72.458131,-5.171118
16,P31,580,25,303,580.001,25.001,303.001,-0.001,-0.001,-0.001,0,90,0,0,90,0,0,0,0,2.769643,41.253321,15.675921,3.024293,-56.982759,-2.111787
16,P32,547,-113,431,547.001,-112.997,431.002,-0.001,-0.003,-0.002,0,90,0,0,90,0,0,0,0,-13.189181,22.748807,18.751558,-19.769286,-43.160693,14.164828
16,P33,544,-83,447,544.034,-82.993,447.064,-0.034,-0.007,-0.064,0,90,0,0,90,0.02,0,0,-0.02,-9.816993,19.850923,19.786948,-15.48044,-40.6104,11.351885
16,P34,493,187,285,492.996,186.995,284.995,0.004,0.005,0.005,0,90,0,0,90,-0.01,0,0,0.01,23.591538,39.939568,24.290352,25.588094,-66.583519,-11.272617
16,P35,644,53,525,644.002,53.006,525,-0.002,-0.006,0,0,90,0,0,90,0,0,0,0,5.308458,26.417061,-3.446639,13.085133,-23.552156,-12.614486
16,P36,592,-10,393,592,-10.005,393,0,0.005,0,0,90,0,0,89.98,0,0,0.02,0,-1.071128,30.95037,13.59419,-1.810143,-44.558659,0.773284
16,P37,626,143,336,626,143,336,0,0,0,0,90,0,0,90,0,0,0,0,14.325266,43.393322,3.285486,19.054282,-48.365632,-13.443403
16,P38,434,95,515,433.996,95.004,514.998,0.004,-0.004,0.002,0,90,0,0,90,-0.01,0,0,0.01,14.509316,-2.483566,33.577889,26.360828,-34.055378,-22.964664
16,P39,635,-10,469,635.002,-10.004,469.004,-0.002,0.004,-0.004,0,90,0,0,90,0,0,0,0,-0.957385,28.874262,2.354065,-2.144836,-31.245456,1.279791
16,P40,547,245,397,547,245,397,0,0,0,0,90,0,0,90,0,0,0,0,26.995484,32.1689,10.792286,36.473937,-49.359763,-26.30874
16,P41,514,234,468,513.999,234,468,0.001,0,0,0,90,0,0,90,-0.01,0,0,0.01,27.604096,20.472411,15.026945,41.686987,-43.888812,-33.337399
16,P42,622,-144,277,621.999,-144,277,0.001,0,0,0,90,0,0,90,-0.01,0,0,0.01,-14.512319,50.169344,2.952895,-18.218606,-54.469021,10.393834
16,P43,600,-103,393,599.998,-102.997,392.998,0.002,-0.003,0.002,0,90,0,0,90,-0.01,0,0,0.01,-10.889409,33.006557,10.070491,-16.024331,-44.156911,11.138425
16,P44,462,109,354,462,109,354,0,0,0,0,90,0,0,90,0,0,0,0,15.344344,23.934767,35.241778,17.446258,-60.435632,-9.333703
16,P45,439,103,506,438.998,103.003,505.998,0.002,-0.003,0.002,0,90,0,0,90,-0.01,0,0,0.01,15.466039,-0.459607,33.207228,26.829363,-35.89804,-22.91925
16,P46,414,136,536,413.999,136,535.998,0.001,0,0.002,0,90,0,0,90,-0.01,0,0,0.01,21.388225,-5.483321,32.745815,40.246749,-34.21026,-35.670158
16,P47,464,-149,491,464,-149,490.999,0,0,0.001,0,90,0,0,90,0,0,0,0,-20.482539,6.840142,28.070323,-33.430672,-39.768429,26.335114
16,P48,628,276,275,628,276,275,0,0,0,0,90,0,0,90,-0.01,0,0,0.01,26.139038,55.777636,-8.671112,33.526301,-52.377791,-22.5525
16,P49,522,-143,294,522,-143,293.999,0,0,0.001,0,90,0,0,90,-0.01,0,0,0.01,-17.419633,39.384735,22.41701,-19.880511,-63.175234,8.844139
16,P50,537,-37,325,536.93,-36.894,325.184,0.07,-0.106,-0.184,0,90,0,0,89.95,0.07,0,0.05,-0.07,-4.495274,34.241995,24.026592,-5.579532,-58.322993,2.543479
17,P1,641,21,473,640.999,21,473,0.001,0,0,0,90,0,0,90,0,0,0,0,2.145703,29.392257,0.831777,3.940059,-30.267031,-3.999153
17,P2,536,235,281,536,234.999,281,0,0.001,0,0,90,0,0,90,0,0,0,0,26.522319,45.291114,12.989091,30.088865,-61.963559,-15.759168
17,P3,656,242,373,656,242.002,373,0,-0.002,0,0,90,0,0,90,-0.01,0,0,0.01,22.320009,46.594594,-10.263045,34.387362,-41.815313,-27.605735
17,P4,510,276,526,509.995,276.003,525.997,0.005,-0.003,0.003,0,90,0,0,89.98,-0.01,0,0.02,0.01,31.921264,18.043097,8.13997,54.310167,-40.405945,-47.377789
17,P5,459,-118,333,459,-118,333,0,0,0,0,90,0,0,90,0,0,0,0,-16.735458,27.378885,35.243916,-18.99986,-63.801685,8.153628
17,P6,610,99,466,610,99,466,0,0,0,0,90,0,0,90,0,0,0,0,10.358932,26.950374,5.829099,18.336699,-34.191873,-15.935614
17,P7,465,-55,492,465.001,-54.998,492.002,-0.001,-0.002,-0.002,0,90,0,0,90,0,0,0,0,-7.811059,3.407301,31.68201,-13.69199,-35.785793,10.555276
17,P8,436,237,298,435.997,236.994,297.996,0.003,0.006,0.004,0,90,0,0,90,-0.01,0,0,0.01,32.563507,35.813352,29.474667,34.796299,-69.42942,-14.264343
17,P9,445,-117,511,445.004,-116.991,511.005,-0.004,-0.009,-0.005,0,90,0,0,90,0,0,0,0,-17.106192,0.474323,31.284708,-30.609001,-35.565492,25.062247
17,P10,547,29,431,547,29,431,0,0,0,0,90,0,0,90,0,0,0,0,3.471316,21.225277,21.018462,4.862559,-42.338646,-4.179106
17,P11,415,171,268,414.999,171,267.999,0.001,0,0.001,0,90,0,0,90,0,0,0,0,25.993621,37.910814,37.196537,26.474538,-76.690068,-7.008971
17,P12,490,300,336,490,299.999,336,0,0.001,0,0,90,0,0,90,-0.01,0,0,0.01,35.248485,37.310007,15.209291,41.355053,-60.248211,-24.198261
17,P13,619,7,521,619.004,7.006,521.004,-0.004,-0.006,-0.004,0,90,0,0,90,0,0,0,0,0.795484,22.673301,2.542203,1.544537,-25.197369,-2.013721
17,P14,563,296,267,562.996,295.994,266.996,0.004,0.006,0.004,0,90,0,0,90,-0.01,0,0,0.01,30.741691,51.914444,1.725069,36.13014,-59.390831,-20.933605
17,P15,571,270,520,570.997,270.004,519.998,0.003,-0.004,0.002,0,90,0,0,90,-0.01,0,0,0.01,28.192264,25.632789,-1.436232,52.22159,-36.493336,-46.722077
17,P16,414,101,432,414,101,432,0,0,0,0,90,0,0,90,0,0,0,0,16.156877,5.266264,41.729914,21.327412,-49.097367,-14.958065
17,P17,431,50,452,431,50.001,452.001,0,-0.001,-0.001,0,90,0,0,90,0,0,0,0,7.795294,3.17083,39.749911,11.098062,-43.483997,-8.716475
17,P18,462,-94,399,462,-94,399,0,0,0,0,90,0,0,90,0,0,0,0,-13.35563,16.206763,35.341789,-17.152113,-52.703472,10.04031
17,P19,692,76,390,691.999,76,390,0.001,0,0,0,90,0,0,90,-0.01,0,0,0.01,6.953919,44.021894,-8.767909,11.612753,-35.824947,-10.017963
17,P20,536,248,280,536,247.999,280,0,0.001,0,0,90,0,0,90,-0.01,0,0,0.01,27.77653,45.943612,11.790492,31.605983,-61.841551,-16.721941
17,P21,619,18,314,619.003,18.001,314.002,-0.003,-0.001,-0.002,0,90,0,0,89.98,0,0,0.02,0,1.862954,43.433869,8.198255,2.074604,-51.629803,-1.790596
17,P22,527,287,353,526.994,287,352.997,0.006,0,0.003,0,90,0,0,90,-0.01,0,0,0.01,31.888889,37.621033,10.57875,39.516947,-55.565837,-25.606916
17,P23,647,222,381,647.002,222.001,381.001,-0.002,-0.001,-0.001,0,90,0,0,90,0,0,0,0,20.930783,43.794394,-6.617011,31.999805,-41.907012,-25.521086
17,P24,405,244,479,405,244,478.999,0,0,0.001,0,90,0,0,90,0,0,0,0,35.748284,7.161013,30.050714,49.60781,-49.794743,-37.914292
17,P25,415,192,396,414.999,192,396,0.001,0,0,0,90,0,0,90,-0.01,0,0,0.01,28.771297,15.726966,36.893133,34.330634,-57.905866,-20.564865
17,P26,695,288,364,695.002,287.999,364,-0.002,0.001,0,0,90,0,0,90,0,0,0,0,24.621829,54.950569,-24.352109,41.661616,-38.495886,-35.434506
17,P27,483,298,550,482.996,298.002,549.997,0.004,-0.002,0.003,0,90,0,0,90,-0.01,0,0,0.01,35.614088,14.940021,8.198241,60.856404,-41.63903,-54.013837
17,P28,417,184,294,417.004,183.994,293.999,-0.004,0.006,0.001,0,90,0,0,89.98,0,0,0.02,0,27.56699,33.421082,36.866407,28.707927,-72.655325,-9.777976
17,P29,700,36,537,700.005,36.007,537,-0.005,-0.007,0,0,90,0,0,90,0,0,0,0,3.330192,34.012665,-16.883318,10.802274,-17.406999,-10.927228
17,P30,452,103,282,451.998,102.992,281.994,0.002,0.008,0.006,0,90,0,0,90,-0.01,0,0,0.01,14.856474,35.837514,35.924609,15.311006,-72.407403,-5.191149
17,P31,580,25,303,580.001,25.001,303.001,-0.001,-0.001,-0.001,0,90,0,0,90,0,0,0,0,2.768901,41.229292,15.681803,3.006407,-56.93056,-2.13081
17,P32,547,-113,431,547.002,-112.996,431.002,-0.002,-0.004,-0.002,0,90,0,0,90,0,0,0,0,-13.186978,22.723361,18.754692,-19.78433,-43.101906,14.144328
17,P33,544,-83,447,544.037,-82.995,447.066,-0.037,-0.005,-0.066,0,90,0,0,90,0.02,0,0,-0.02,-9.814538,19.826034,19.78849,-15.491781,-40.550099,11.327827
17,P34,493,187,285,492.995,186.994,284.994,0.005,0.006,0.006,0,90,0,0,90,-0.01,0,0,0.01,23.589642,39.918094,24.295677,25.567851,-66.536138,-11.290814
17,P35,644,53,525,644.003,53.007,525,-0.003,-0.007,0,0,90,0,0,90,0,0,0,0,5.312205,26.395991,-3.444992,13.077022,-23.499254,-12.6435
17,P36,592,-10,393,592,-10.005,393,0,0.005,0,0,90,0,0,90,0,0,0,0,-1.069977,30.926515,13.597965,-1.825865,-44.504229,0.752194
17,P37,626,143,336,625.999,142.999,336,0.001,0.001,0,0,90,0,0,90,0,0,0,0,14.32552,43.3714,3.291646,19.035764,-48.316892,-13.461165
17,P38,434,95,515,433.996,95.005,514.998,0.004,-0.005,0.002,0,90,0,0,90,-0.01,0,0,0.01,14.510485,-2.505418,33.576407,26.349599,-34.001474,-22.994652
17,P39,635,-10,469,635.003,-10.004,469.004,-0.003,0.004,-0.004,0,90,0,0,90,0,0,0,0,-0.954157,28.851617,2.356613,-2.157028,-31.190746,1.255636
17,P40,547,245,397,547,244.999,397,0,0.001,0,0,90,0,0,90,0,0,0,0,26.996174,32.149034,10.796875,36.453528,-49.312723,-26.325592
17,P41,514,234,468,514,234,468,0,0,0,0,90,0,0,90,-0.01,0,0,0.01,27.605597,20.452994,15.03001,41.666804,-43.841482,-33.355564
17,P42,622,-144,277,621.999,-144,277,0.001,0,0,0,90,0,0,90,0,0,0,0,-14.512261,50.143471,2.961825,-18.235135,-54.416545,10.376194
17,P43,600,-103,393,599.998,-102.997,392.999,0.002,-0.003,0.001,0,90,0,0,90,-0.01,0,0,0.01,-10.887552,32.981515,10.075407,-16.039088,-44.101016,11.117959
17,P44,462,109,354,462,109,353.999,0,0,0.001,0,90,0,0,90,0,0,0,0,15.342599,23.910928,35.244722,17.427722,-60.382862,-9.355689
17,P45,439,103,506,438.998,103.004,505.998,0.002,-0.004,0.002,0,90,0,0,90,-0.01,0,0,0.01,15.467076,-0.481451,33.206091,26.817323,-35.844485,-22.948313
17,P46,414,136,536,413.998,136,535.998,0.002,0,0.002,0,90,0,0,90,-0.01,0,0,0.01,21.389302,-5.503904,32.745016,40.231911,-34.159737,-35.696816
17,P47,464,-149,491,464,-149,490.999,0,0,0.001,0,90,0,0,90,0,0,0,0,-20.479334,6.813571,28.071677,-33.447068,-39.705543,26.316513
17,P48,628,276,275,628,276,275,0,0,0,0,90,0,0,90,-0.01,0,0,0.01,26.138657,55.756937,-8.661827,33.504304,-52.332654,-22.564401
17,P49,522,-143,294,522,-143,293.999,0,0,0.001,0,90,0,0,90,-0.01,0,0,0.01,-17.421247,39.358036,22.423825,-19.899419,-63.119336,8.827217
17,P50,537,-37,325,536.931,-36.902,325.188,0.069,-0.098,-0.188,0,90,0,0,89.94,0.07,0,0.06,-0.07,-4.496502,34.215545,24.031547,-5.59172,-58.263106,2.520184
18,P1,641,21,473,640.999,21,473,0.001,0,0,0,90,0,0,90,-0.01,0,0,0.01,2.149316,29.378054,0.846728,3.927881,-30.302483,-4.023659
18,P2,536,235,281,536,235,281,0,0,0,0,90,0,0,90,-0.01,0,0,0.01,26.523728,45.28496,12.997377,30.071208,-62.003324,-15.778028
18,P3,656,242,373,656,242.002,373,0,-0.002,0,0,90,0,0,90,-0.01,0,0,0.01,22.324597,46.584646,-10.25138,34.372397,-41.854478,-27.625884
18,P4,510,276,526,509.995,276.003,525.997,0.005,-0.003,0.003,0,90,0,0,90,-0.01,0,0,0.01,31.930697,18.035148,8.149112,54.296609,-40.450713,-47.401612
18,P5,459,-118,333,459,-118,333,0,0,0,0,90,0,0,90,0,0,0,0,-16.740094,27.368262,35.254291,-19.022658,-63.833972,8.137006
18,P6,610,99,466,610,99,466,0,0,0,0,90,0,0,90,0,0,0,0,10.363723,26.937984,5.842665,18.325148,-34.229675,-15.961068
18,P7,465,-55,492,465.001,-54.998,492.002,-0.001,-0.002,-0.002,0,90,0,0,90,0,0,0,0,-7.811259,3.393029,31.694799,-13.709292,-35.8174,10.53354
18,P8,436,237,298,435.997,236.993,297.995,0.003,0.007,0.005,0,90,0,0,90,-0.01,0,0,0.01,32.564128,35.810015,29.481514,34.777834,-69.472095,-14.283319
18,P9,445,-117,511,445.004,-116.99,511.007,-0.004,-0.01,-0.007,0,90,0,0,90,0,0,0,0,-17.108351,0.458913,31.296657,-30.632863,-35.595023,25.047932
18,P10,547,29,431,547,29,430.999,0,0,0.001,0,90,0,0,90,-0.01,0,0,0.01,3.473222,21.213329,21.031071,4.84764,-42.374214,-4.202255
18,P11,415,171,268,415,171,268,0,0,0,0,90,0,0,90,0,0,0,0,25.991509,37.907765,37.203285,26.454118,-76.731917,-7.02801
18,P12,490,300,336,490,299.999,336,0,0.001,0,0,90,0,0,89.98,0,0,0.02,0,35.251784,37.305236,15.216621,41.337769,-60.290169,-24.217254
18,P13,619,7,521,619.005,7.006,521.004,-0.005,-0.006,-0.004,0,90,0,0,90,0,0,0,0,0.799734,22.658298,2.557492,1.53406,-25.23209,-2.040441
18,P14,563,296,267,562.996,295.993,266.996,0.004,0.007,0.004,0,90,0,0,90,-0.01,0,0,0.01,30.743794,51.908365,1.733084,36.113078,-59.43074,-20.951898
18,P15,571,270,520,570.997,270.005,519.998,0.003,-0.005,0.002,0,90,0,0,90,-0.01,0,0,0.01,28.201232,25.623466,-1.425968,52.208876,-36.536352,-46.746317
18,P16,414,101,432,413.999,101,431.999,0.001,0,0.001,0,90,0,0,90,-0.01,0,0,0.01,16.159319,5.258095,41.740467,21.312734,-49.137706,-14.982876
18,P17,431,50,452,431,50.001,452.001,0,-0.001,-0.001,0,90,0,0,90,0,0,0,0,7.797043,3.160217,39.761601,11.084065,-43.521129,-8.742235
18,P18,462,-94,399,462,-94,399,0,0,0,0,90,0,0,90,0,0,0,0,-13.358813,16.194668,35.353209,-17.173543,-52.73556,10.022499
18,P19,692,76,390,691.999,76,389.999,0.001,0,0.001,0,90,0,0,90,0,0,0,0,6.957019,44.008797,-8.753301,11.59831,-35.861721,-10.038854
18,P20,536,248,280,535.999,248,280,0.001,0,0,0,90,0,0,90,0,0,0,0,27.77807,45.937608,11.79859,31.588347,-61.881439,-16.740687
18,P21,619,18,314,619.004,18.001,314.003,-0.004,-0.001,-0.003,0,90,0,0,90,0,0,0,0,1.863101,43.422633,8.21014,2.056563,-51.664958,-1.808921
18,P22,527,287,353,526.994,287,352.996,0.006,0,0.004,0,90,0,0,90,-0.01,0,0,0.01,31.892803,37.614978,10.587081,39.500667,-55.607241,-25.626836
18,P23,647,222,381,647.002,222.001,381.001,-0.002,-0.001,-0.001,0,90,0,0,90,0,0,0,0,20.935282,43.784343,-6.605247,31.984853,-41.946176,-25.541541
18,P24,405,244,479,405,244,479,0,0,0,0,90,0,0,90,0,0,0,0,35.75592,7.155798,30.058716,49.592637,-49.840991,-37.936647
18,P25,415,192,396,415,192,396,0,0,0,0,90,0,0,90,-0.01,0,0,0.01,28.774391,15.722035,36.901603,34.313999,-57.949224,-20.586338
18,P26,695,288,364,695.002,287.999,364,-0.002,0.001,0,0,90,0,0,90,0,0,0,0,24.626774,54.940118,-24.339861,41.646248,-38.535122,-35.453156
18,P27,483,298,550,482.995,298.002,549.997,0.005,-0.002,0.003,0,90,0,0,90,-0.01,0,0,0.01,35.624658,14.932885,8.206415,60.841597,-41.685267,-54.036608
18,P28,417,184,294,417.005,183.992,293.999,-0.005,0.008,0.001,0,90,0,0,90,0,0,0,0,27.565938,33.417909,36.873479,28.688303,-72.698027,-9.797134
18,P29,700,36,537,700.006,36.009,537,-0.006,-0.009,0,0,90,0,0,90,0,0,0,0,3.33582,33.996347,-16.865355,10.794086,-17.443359,-10.955151
18,P30,452,103,282,451.998,102.991,281.994,0.002,0.009,0.006,0,90,0,0,90,-0.01,0,0,0.01,14.854059,35.832248,35.932856,15.290823,-72.447148,-5.210865
18,P31,580,25,303,580.001,25.001,303.001,-0.001,-0.001,-0.001,0,90,0,0,90,0,0,0,0,2.768358,41.219085,15.692796,2.987762,-56.965865,-2.149388
18,P32,547,-113,431,547.002,-112.996,431.003,-0.002,-0.004,-0.003,0,90,0,0,90,0,0,0,0,-13.187822,22.709371,18.767353,-19.804506,-43.133513,14.127326
18,P33,544,-83,447,544.039,-82.995,447.07,-0.039,-0.005,-0.07,0,90,0,0,90,0.02,0,0,-0.02,-9.814888,19.811863,19.800742,-15.514606,-40.580313,11.313409
18,P34,493,187,285,492.995,186.994,284.994,0.005,0.006,0.006,0,90,0,0,90,-0.01,0,0,0.01,23.589803,39.91262,24.303839,25.549557,-66.57645,-11.310252
18,P35,644,53,525,644.003,53.008,525,-0.003,-0.008,0,0,90,0,0,90,0,0,0,0,5.317815,26.381264,-3.429307,13.068679,-23.535625,-12.672118
18,P36,592,-10,393,592,-10.006,393,0,0.006,0,0,90,0,0,90,0,0,0,0,-1.069175,30.914091,13.610804,-1.842641,-44.538926,0.731826
18,P37,626,143,336,626,143,336,0,0,0,0,90,0,0,90,-0.01,0,0,0.01,14.327858,43.361394,3.303171,19.01972,-48.354571,-13.481156
18,P38,434,95,515,433.995,95.006,514.998,0.005,-0.006,0.002,0,90,0,0,89.98,-0.01,0,0.02,0.01,14.517049,-2.51664,33.588247,26.343018,-34.041571,-23.027442
18,P39,635,-10,469,635.004,-10.005,469.005,-0.004,0.005,-0.005,0,90,0,0,90,0,0,0,0,-0.951414,28.837161,2.371394,-2.170731,-31.225337,1.2327
18,P40,547,245,397,547,244.999,397,0,0.001,0,0,90,0,0,90,0,0,0,0,27.000893,32.141425,10.806514,36.438161,-49.353855,-26.34676
18,P41,514,234,468,513.999,234,468,0.001,0,0,0,90,0,0,90,0,0,0,0,27.612436,20.444909,15.039912,41.653071,-43.884263,-33.379077
18,P42,622,-144,277,622,-144,277,0,0,0,0,90,0,0,90,0,0,0,0,-14.51406,50.130549,2.973907,-18.255634,-54.449172,10.361835
18,P43,600,-103,393,599.998,-102.996,392.999,0.002,-0.004,0.001,0,90,0,0,90,-0.01,0,0,0.01,-10.887868,32.967714,10.088524,-16.058352,-44.133524,11.100831
18,P44,462,109,354,462,109,353.999,0,0,0.001,0,90,0,0,90,0,0,0,0,15.342792,23.90393,35.254335,17.409824,-60.422285,-9.376924
18,P45,439,103,506,438.997,103.005,505.998,0.003,-0.005,0.002,0,90,0,0,90,-0.01,0,0,0.01,15.473346,-0.492209,33.217733,26.809228,-35.884657,-22.979458
18,P46,414,136,536,413.998,136,535.998,0.002,0,0.002,0,90,0,0,90,-0.01,0,0,0.01,21.398472,-5.513885,32.755722,40.225514,-34.203873,-35.729598
18,P47,464,-149,491,464,-149,490.999,0,0,0.001,0,90,0,0,90,-0.01,0,0,0.01,-20.481875,6.798478,28.083531,-33.471233,-39.735333,26.303183
18,P48,628,276,275,628,276,275,0,0,0,0,90,0,0,90,-0.01,0,0,0.01,26.141266,55.74898,-8.652202,33.487772,-52.371415,-22.582549
18,P49,522,-143,294,521.999,-143,293.999,0.001,0,0.001,0,90,0,0,90,0,0,0,0,-17.424805,39.346629,22.43441,-19.921444,-63.151342,8.811969
18,P50,537,-37,325,536.933,-36.9,325.196,0.067,-0.1,-0.196,0,90,0,0,89.95,0.07,0,0.05,-0.07,-4.498622,34.203302,24.042416,-5.617175,-58.292107,2.508221
19,P1,641,21,473,640.999,21,473,0.001,0,0,0,90,0,0,90,-0.01,0,0,0.01,2.152711,29.360742,0.859735,3.916496,-30.29859,-4.049098
19,P2,536,235,281,536,235,281,0,0,0,0,90,0,0,90,0,0,0,0,26.524141,45.273242,13.007612,30.053754,-62.005441,-15.798624
19,P3,656,242,373,656,242.002,373,0,-0.002,0,0,90,0,0,89.98,-0.01,0,0.02,0.01,22.327768,46.570538,-10.238469,34.357982,-41.856376,-27.647597
19,P4,510,276,526,509.995,276.004,525.997,0.005,-0.004,0.003,0,90,0,0,90,-0.01,0,0,0.01,31.937582,18.02318,8.159186,54.283604,-40.457619,-47.427499
19,P5,459,-118,333,459,-118,333,0,0,0,0,90,0,0,90,-0.01,0,0,0.01,-16.743933,27.350884,35.265298,-19.045206,-63.826062,8.121941
19,P6,610,99,466,610,99,466,0,0,0,0,90,0,0,90,0,0,0,0,10.367509,26.922141,5.854757,18.314694,-34.228257,-15.988403
19,P7,465,-55,492,465.001,-54.998,492.002,-0.001,-0.002,-0.002,0,90,0,0,90,0,0,0,0,-7.8103,3.374561,31.705119,-13.726364,-35.807882,10.512449
19,P8,436,237,298,435.997,236.993,297.995,0.003,0.007,0.005,0,90,0,0,90,-0.01,0,0,0.01,32.563749,35.800054,29.490291,34.759488,-69.476459,-14.304931
19,P9,445,-117,511,445.005,-116.989,511.008,-0.005,-0.011,-0.008,0,90,0,0,90,0,0,0,0,-17.108065,0.43927,31.306639,-30.657052,-35.583681,25.035744
19,P10,547,29,431,546.999,29,430.999,0.001,0,0.001,0,90,0,0,90,0,0,0,0,3.47488,21.196974,21.042344,4.833344,-42.369761,-4.226277
19,P11,415,171,268,414.999,171,267.999,0.001,0,0.001,0,90,0,0,90,-0.01,0,0,0.01,25.988921,37.897215,37.21212,26.434117,-76.73456,-7.049607
19,P12,490,300,336,490,299.999,336,0,0.001,0,0,90,0,0,90,-0.01,0,0,0.01,35.253703,37.294946,15.225929,41.320769,-60.294711,-24.238493
19,P13,619,7,521,619.005,7.007,521.005,-0.005,-0.007,-0.005,0,90,0,0,90,0,0,0,0,0.803963,22.640697,2.569949,1.524842,-25.226896,-2.06842
19,P14,563,296,267,562.995,295.992,266.995,0.005,0.008,0.005,0,90,0,0,90,-0.01,0,0,0.01,30.744778,51.896976,1.743927,36.09579,-59.434032,-20.9714
19,P15,571,270,520,570.997,270.006,519.998,0.003,-0.006,0.002,0,90,0,0,90,-0.01,0,0,0.01,28.207788,25.610467,-1.41478,52.196735,-36.541823,-46.77232
19,P16,414,101,432,414,101,432,0,0,0,0,90,0,0,90,0,0,0,0,16.160386,5.243666,41.74977,21.299096,-49.136457,-15.010502
19,P17,431,50,452,431,50.001,452.001,0,-0.001,-0.001,0,90,0,0,90,0,0,0,0,7.798001,3.144087,39.771293,11.070951,-43.516474,-8.769723
19,P18,462,-94,399,462,-94,399,0,0,0,0,90,0,0,90,0,0,0,0,-13.360997,16.176558,35.364014,-17.194802,-52.726824,10.006058
19,P19,692,76,390,691.999,76,389.999,0.001,0,0.001,0,90,0,0,90,0,0,0,0,6.959556,43.992056,-8.739156,11.584554,-35.860116,-10.060868
19,P20,536,248,280,536,248,280,0,0,0,0,90,0,0,90,0,0,0,0,27.778601,45.926072,11.808821,31.570893,-61.883871,-16.761141
19,P21,619,18,314,619.004,18.001,314.003,-0.004,-0.001,-0.003,0,90,0,0,89.98,0,0,0.02,0,1.863212,43.406494,8.222634,2.038988,-51.661472,-1.827708
19,P22,527,287,353,526.993,287,352.996,0.007,0,0.004,0,90,0,0,90,-0.01,0,0,0.01,31.895286,37.60377,10.597175,39.484517,-55.611227,-25.648638
19,P23,647,222,381,647.002,222.001,381.001,-0.002,-0.001,-0.001,0,90,0,0,90,0,0,0,0,20.938423,43.770167,-6.592654,31.970623,-41.947699,-25.563775
19,P24,405,244,479,405,244,479,0,0,0,0,90,0,0,90,0,0,0,0,35.761026,7.145154,30.067134,49.578461,-49.848142,-37.962653
19,P25,415,192,396,414.999,192,396,0.001,0,0,0,90,0,0,90,0,0,0,0,28.775897,15.710546,36.910366,34.298177,-57.952612,-20.61131
19,P26,695,288,364,695.003,287.999,364,-0.003,0.001,0,0,90,0,0,90,0,0,0,0,24.63008,54.925481,-24.3252,41.630931,-38.537868,-35.472653
19,P27,483,298,550,482.995,298.003,549.996,0.005,-0.003,0.004,0,90,0,0,90,-0.01,0,0,0.01,35.632465,14.921574,8.216155,60.827151,-41.693815,-54.06117
19,P28,417,184,294,417.005,183.992,293.999,-0.005,0.008,0.001,0,90,0,0,90,0,0,0,0,27.564145,33.407373,36.882215,28.668909,-72.701203,-9.818944
19,P29,700,36,537,700.006,36.01,537,-0.006,-0.01,0,0,90,0,0,90,0,0,0,0,3.340905,33.978159,-16.850513,10.790372,-17.440417,-10.987689
19,P30,452,103,282,451.997,102.99,281.993,0.003,0.01,0.007,0,90,0,0,90,-0.01,0,0,0.01,14.851233,35.819728,35.942716,15.270812,-72.447134,-5.232153
