,,Programmed coordinate,,,CoppeliaSim coordinates,,,Coordinates differences,,,Programmed TCP orientation,,,CoppeliaSim TCP orientation,,,TCP orientation difference,,,,,,,,
Time (min),P#,X,Y,Z,X,Y,Z,DX,DY,DZ,RX,RY,RZ,RX,RY,RZ,DRX,DRY,DRZ,A1,A2,A3,A4,A5,A6
120,P34,493,187,285,493.017,186.987,285.006,-0.017,0.013,-0.006,0,90,0,0,90,0,0,0,0,23.503239,38.725379,25.296423,23.657813,-66.74478,-13.470551
120,P35,644,53,525,643.976,53.014,524.962,0.024,-0.014,0.038,0,90,0,0,90,-0.01,0,0,0.01,5.805647,24.635577,-2.092389,12.535035,-23.30215,-15.975915
120,P36,592,-10,393,592.009,-9.996,393.008,-0.009,-0.004,-0.008,0,90,0,0,90,0,0,0,0,-0.981357,29.202128,14.837315,-3.534271,-44.038181,-1.381429
120,P37,626,143,336,626.004,142.991,336.002,-0.004,0.009,-0.002,0,90,0,0,90,0,0,0,0,14.468895,41.880599,4.542138,17.407449,-48.317834,-15.662758
120,P38,434,95,515,434,95,515,0,0,0,0,90,0,0,90,-0.01,0,0,0.01,14.942541,-4.061458,34.552117,25.736647,-34.006314,-26.60037
120,P39,635,-10,469,635.003,-9.974,469,-0.003,-0.026,0,0,90,0,0,90,0,0,0,0,-0.652761,27.045091,3.680718,-3.487396,-30.724975,-1.213559
120,P40,547,245,397,547.011,244.985,397.005,-0.011,0.015,-0.005,0,90,0,0,90,0,0,0,0,27.306017,30.892447,11.868974,34.89158,-49.674764,-28.720427
120,P41,514,234,468,514,234,468,0,0,0,0,90,0,0,90,0,0,0,0,28.085036,19.185883,16.060088,40.308187,-44.328082,-36.03612
120,P42,622,-144,277,622.011,-143.968,277.013,-0.011,-0.032,-0.013,0,90,0,0,90,0,0,0,0,-14.636186,48.306372,4.354326,-20.32453,-53.922824,8.943578
120,P43,600,-103,393,599.967,-102.802,393.004,0.033,-0.198,-0.004,0,90,0,0,89.97,-0.01,0,0.03,0.01,-10.832825,31.114575,11.385935,-17.966267,-43.435294,9.367089
120,P44,462,109,354,462,109,354,0,0,0,0,90,0,0,90,0,0,0,0,15.26167,22.537993,36.257403,15.613259,-60.335904,-11.75041
120,P45,439,103,506,438.992,102.986,505.98,0.008,0.014,0.02,0,90,0,0,90,-0.01,0,0,0.01,15.878337,-2.0096,34.188764,26.072893,-35.890548,-26.416676
120,P46,414,136,536,413.956,136.046,535.926,0.044,-0.046,0.074,0,90,0,0,89.97,-0.02,0,0.03,0.02,22.008575,-6.930977,33.683846,39.697643,-34.624511,-39.412538
120,P47,464,-149,491,464.005,-148.968,491.007,-0.005,-0.032,-0.007,0,90,0,0,90,0,0,0,0,-20.529527,4.809971,29.155362,-35.994476,-38.680864,25.16918
120,P48,628,276,275,628,276.001,275,0,-0.001,0,0,90,0,0,90,0,0,0,0,26.275425,54.446067,-7.411109,31.771956,-52.599642,-24.542875
120,P49,522,-143,294,522.003,-142.976,294.006,-0.003,-0.024,-0.006,0,90,0,0,90,0,0,0,0,-17.728776,37.585742,23.643657,-22.157563,-62.462115,7.366579
120,P50,537,-37,325,536.908,-36.92,324.932,0.092,-0.08,0.068,0,90,0,0,89.98,-0.03,0,0.02,0.03,-4.668705,32.587505,25.214623,-7.569811,-57.832339,0.506876
121,P1,641,21,473,640.999,21.001,472.999,0.001,-0.001,0.001,0,90,0,0,90,-0.01,0,0,0.01,2.488602,27.606852,2.186717,2.75362,-29.903255,-6.675011
121,P2,536,235,281,536.017,234.99,281.007,-0.017,0.01,-0.007,0,90,0,0,90,0,0,0,0,26.546348,44.093034,14.059964,28.243327,-62.232743,-17.904237
121,P3,656,242,373,655.988,241.999,372.991,0.012,0.001,0.009,0,90,0,0,90,-0.01,0,0,0.01,22.63858,45.144831,-8.912545,32.863359,-42.080031,-29.870935
121,P4,510,276,526,509.999,276,526,0.001,0,0,0,90,0,0,90,-0.01,0,0,0.01,32.616666,16.816128,9.190558,52.908629,-41.165636,-50.04355
121,P5,459,-118,333,459.006,-117.969,333.016,-0.006,-0.031,-0.016,0,90,0,0,90,0,0,0,0,-17.157644,25.587007,36.399126,-21.381821,-63.007314,6.594264
121,P6,610,99,466,610,99,466,0,0,0,0,90,0,0,90,-0.01,0,0,0.01,10.741438,25.318536,7.092868,17.239919,-34.092934,-18.799258
121,P7,465,-55,492,465,-55,491.999,0,0,0.001,0,90,0,0,90,0,0,0,0,-7.736979,1.503006,32.767999,-15.483098,-34.840795,8.3436
121,P8,436,237,298,436.019,236.989,298.009,-0.019,0.011,-0.009,0,90,0,0,90,0,0,0,0,32.502899,34.793072,30.384868,32.844849,-69.889822,-16.501258
121,P9,445,-117,511,444.993,-116.967,510.972,0.007,-0.033,0.028,0,90,0,0,90,-0.01,0,0,0.01,-17.110637,-1.546014,32.352048,-33.096492,-34.45281,23.71797
121,P10,547,29,431,547,29.001,431,0,-0.001,0,0,90,0,0,90,0,0,0,0,3.626185,19.54025,22.196255,3.357804,-41.915639,-6.692491
121,P11,415,171,268,414.999,171.001,268,0.001,-0.001,0,0,90,0,0,90,-0.01,0,0,0.01,25.694235,36.842019,38.121198,24.353667,-77.013245,-9.257838
121,P12,490,300,336,490,299.999,336,0,0.001,0,0,90,0,0,90,0,0,0,0,35.431278,36.260337,16.182596,39.560018,-60.765701,-26.413199
121,P13,619,7,521,618.991,7.039,520.969,0.009,-0.039,0.031,0,90,0,0,90,-0.01,0,0,0.01,1.225479,20.854514,3.864537,0.710107,-24.738835,-5.0905
121,P14,563,296,267,563.019,295.989,267.007,-0.019,0.011,-0.007,0,90,0,0,90,0,0,0,0,30.829308,50.747929,2.83572,34.307316,-59.735933,-22.969447
121,P15,571,270,520,570.999,270,519.999,0.001,0,0.001,0,90,0,0,90,0,0,0,0,28.857791,24.295937,-0.264155,50.892705,-37.124664,-49.379495
121,P16,414,101,432,414.003,101.004,432.007,-0.003,-0.004,-0.007,0,90,0,0,90,0,0,0,0,16.242323,3.793575,42.711532,19.87203,-49.020941,-17.823827
121,P17,431,50,452,431.025,50.056,452.078,-0.025,-0.056,-0.078,0,90,0,0,89.97,0.01,0,0.03,-0.01,7.87554,1.509753,40.766083,9.688868,-43.025992,-11.553929
121,P18,462,-94,399,462.002,-93.978,399.005,-0.002,-0.022,-0.005,0,90,0,0,90,0,0,0,0,-13.605381,14.34229,36.472841,-19.400244,-51.829146,8.336966
121,P19,692,76,390,691.999,76,389.999,0.001,0,0.001,0,90,0,0,90,0,0,0,0,7.208283,42.297838,-7.30033,10.174656,-35.692503,-12.333767
121,P20,536,248,280,536.014,247.991,280.004,-0.014,0.009,-0.004,0,90,0,0,90,0,0,0,0,27.81379,44.764175,12.857466,29.76412,-62.139887,-18.856495
121,P21,619,18,314,618.994,18.019,313.997,0.006,-0.019,0.003,0,90,0,0,90,-0.01,0,0,0.01,1.859513,41.773529,9.510369,0.243342,-51.31599,-3.787047
121,P22,527,287,353,527.007,286.983,353,-0.007,0.017,0,0,90,0,0,90,0,0,0,0,32.123363,36.475908,11.622216,37.795463,-56.013736,-27.860366
121,P23,647,222,381,647.113,222.065,381.076,-0.113,-0.065,-0.076,0,90,0,0,89.96,0.01,0,0.04,-0.01,21.245231,42.339751,-5.32427,30.485084,-42.063546,-27.82711
121,P24,405,244,479,405.007,243.987,479,-0.007,0.013,0,0,90,0,0,90,0,0,0,0,36.257772,6.080084,30.937601,48.088892,-50.59812,-40.595397
121,P25,415,192,396,414.999,192.008,396.005,0.001,-0.008,-0.005,0,90,0,0,90,0,0,0,0,28.904817,14.562321,37.814649,32.649793,-58.310418,-23.155131
121,P26,695,288,364,694.991,288.009,363.993,0.009,-0.009,0.007,0,90,0,0,90,-0.01,0,0,0.01,24.963677,53.445396,-22.825408,40.065855,-38.850414,-37.493026
121,P27,483,298,550,483.001,297.985,549.997,-0.001,0.015,0.003,0,90,0,0,90,0,0,0,0,36.403798,13.785761,9.207925,59.306915,-42.564838,-56.543793
121,P28,417,184,294,417.008,184.008,294.014,-0.008,-0.008,-0.014,0,90,0,0,90,0,0,0,0,27.369454,32.342861,37.786361,26.673382,-72.996971,-12.068575
121,P29,700,36,537,699.976,36.022,536.974,0.024,-0.022,0.026,0,90,0,0,90,-0.01,0,0,0.01,3.852061,32.122946,-15.305915,10.54437,-17.238385,-14.481675
121,P30,452,103,282,452.021,102.993,282.012,-0.021,0.007,-0.012,0,90,0,0,90,0,0,0,0,14.546037,34.547356,36.946805,13.200879,-72.393018,-7.404639
121,P31,580,25,303,580.094,25.054,303.089,-0.094,-0.054,-0.089,0,90,0,0,89.98,0.03,0,0.02,-0.03,2.687804,39.6208,16.905486,1.072518,-56.565493,-4.094182
121,P32,547,-113,431,546.991,-112.989,430.988,0.009,-0.011,0.012,0,90,0,0,90,-0.01,0,0,0.01,-13.176238,20.823242,19.989742,-21.873302,-42.313869,12.453646
121,P33,544,-83,447,543.974,-82.959,446.969,0.026,-0.041,0.031,0,90,0,0,90,-0.01,0,0,0.01,-9.743893,17.952308,21.01892,-17.385412,-39.798447,9.353237
121,P34,493,187,285,493.017,186.986,285.006,-0.017,0.014,-0.006,0,90,0,0,90,0,0,0,0,23.50202,38.716886,25.318035,23.641374,-66.743981,-13.501116
121,P35,644,53,525,643.975,53.015,524.961,0.025,-0.015,0.039,0,90,0,0,90,-0.01,0,0,0.01,5.810433,24.619961,-2.065769,12.541409,-23.295911,-16.021787
121,P36,592,-10,393,592.009,-9.996,393.009,-0.009,-0.004,-0.009,0,90,0,0,90,0,0,0,0,-0.98111,29.187652,14.862047,-3.552991,-44.028496,-1.401233
121,P37,626,143,336,626.004,142.99,336.002,-0.004,0.01,-0.002,0,90,0,0,90,0,0,0,0,14.470112,41.868475,4.566413,17.39645,-48.313692,-15.69324
121,P38,434,95,515,433.999,95,514.999,0.001,0,0.001,0,90,0,0,90,-0.01,0,0,0.01,14.946989,-4.074287,34.575185,25.743213,-34.00492,-26.651383
121,P39,635,-10,469,635.003,-9.974,469,-0.003,-0.026,0,0,90,0,0,90,0,0,0,0,-0.65036,27.02929,3.706707,-3.502634,-30.715132,-1.236156
121,P40,547,245,397,547.011,244.984,397.005,-0.011,0.016,-0.005,0,90,0,0,90,0,0,0,0,27.309133,30.882645,11.891544,34.885563,-49.677445,-28.7594
121,P41,514,234,468,514,234,468,0,0,0,0,90,0,0,90,0,0,0,0,28.090054,19.175914,16.082523,40.307862,-44.333457,-36.081247
121,P42,622,-144,277,622.011,-143.967,277.014,-0.011,-0.033,-0.014,0,90,0,0,90,0,0,0,0,-14.63818,48.29097,4.379481,-20.351309,-53.912746,8.937682
121,P43,600,-103,393,600,-103,393,0,0,0,0,90,0,0,90,0,0,0,0,-10.855631,31.112095,11.397289,-18.041897,-43.466283,9.400653
121,P44,462,109,354,462,109.001,354,0,-0.001,0,0,90,0,0,90,0,0,0,0,15.260466,22.527989,36.279755,15.597442,-60.332202,-11.780387
121,P45,439,103,506,438.992,102.986,505.98,0.008,0.014,0.02,0,90,0,0,90,-0.01,0,0,0.01,15.882551,-2.022039,34.211833,26.077542,-35.889766,-26.465952
121,P46,414,136,536,413.956,136.048,535.924,0.044,-0.048,0.076,0,90,0,0,89.97,-0.02,0,0.03,0.02,22.015458,-6.942287,33.706201,39.711245,-34.630576,-39.47177
121,P47,464,-149,491,464.005,-148.967,491.007,-0.005,-0.033,-0.007,0,90,0,0,90,0,0,0,0,-20.531658,4.792763,29.178766,-36.035921,-38.669287,25.177088
121,P48,628,276,275,628,276.001,275,0,-0.001,0,0,90,0,0,90,0,0,0,0,26.276794,54.435811,-7.387688,31.762964,-52.599909,-24.576742
121,P49,522,-143,294,522.003,-142.975,294.006,-0.003,-0.025,-0.006,0,90,0,0,90,0,0,0,0,-17.732686,37.571381,23.667426,-22.185041,-62.451241,7.360012
121,P50,537,-37,325,536.907,-36.918,324.93,0.093,-0.082,0.07,0,90,0,0,89.98,-0.03,0,0.02,0.03,-4.670851,32.574254,25.238612,-7.591439,-57.822142,0.48966
122,P1,641,21,473,640.999,21.001,472.999,0.001,-0.001,0.001,0,90,0,0,90,-0.01,0,0,0.01,2.492075,27.588073,2.186089,2.740363,-29.904095,-6.698066
122,P2,536,235,281,536.018,234.99,281.007,-0.018,0.01,-0.007,0,90,0,0,90,0,0,0,0,26.546307,44.07881,14.058306,28.220765,-62.237169,-17.913061
122,P3,656,242,373,655.988,241.999,372.991,0.012,0.001,0.009,0,90,0,0,90,-0.01,0,0,0.01,22.641178,45.128787,-8.911722,32.835874,-42.083702,-29.875074
122,P4,510,276,526,509.999,276,526,0.001,0,0,0,90,0,0,90,-0.01,0,0,0.01,32.62238,16.802323,9.188235,52.876001,-41.168272,-50.043652
122,P5,459,-118,333,459.006,-117.968,333.016,-0.006,-0.032,-0.016,0,90,0,0,90,0,0,0,0,-17.16102,25.566405,36.39777,-21.399996,-63.002444,6.572183
122,P6,610,99,466,610,99,466,0,0,0,0,90,0,0,90,0,0,0,0,10.744865,25.301045,7.091621,17.22011,-34.095164,-18.815205
122,P7,465,-55,492,465,-55,492,0,0,0,0,90,0,0,90,-0.01,0,0,0.01,-7.735444,1.482523,32.764564,-15.492024,-34.834833,8.313442
122,P8,436,237,298,436.02,236.989,298.009,-0.02,0.011,-0.009,0,90,0,0,90,0,0,0,0,32.502011,34.780098,30.381593,32.822576,-69.894747,-16.510443
122,P9,445,-117,511,444.993,-116.966,510.972,0.007,-0.034,0.028,0,90,0,0,90,-0.01,0,0,0.01,-17.10918,-1.567623,32.348773,-33.103035,-34.442964,23.685456
122,P10,547,29,431,547,29.001,431,0,-0.001,0,0,90,0,0,90,0,0,0,0,3.62781,19.521807,22.194187,3.342254,-41.915464,-6.714205
122,P11,415,171,268,414.999,171.001,268,0.001,-0.001,0,0,90,0,0,89.98,-0.01,0,0.02,0.01,25.691319,36.82812,38.118179,24.332258,-77.018136,-9.270378
122,P12,490,300,336,490,299.999,336,0,0.001,0,0,90,0,0,90,0,0,0,0,35.432576,36.247537,16.180041,39.535645,-60.770051,-26.418991
122,P13,619,7,521,618.991,7.039,520.969,0.009,-0.039,0.031,0,90,0,0,90,-0.01,0,0,0.01,1.229917,20.835611,3.863293,0.701951,-24.738672,-5.11952
122,P14,563,296,267,563.019,295.989,267.007,-0.019,0.011,-0.007,0,90,0,0,90,0,0,0,0,30.82979,50.734156,2.834767,34.283069,-59.740202,-22.974585
122,P15,571,270,520,570.999,270,519.999,0.001,0,0.001,0,90,0,0,90,0,0,0,0,28.863286,24.281209,-0.265282,50.858257,-37.126843,-49.377784
122,P16,414,101,432,414.004,101.004,432.008,-0.004,-0.004,-0.008,0,90,0,0,90,0,0,0,0,16.242782,3.77634,42.707567,19.852496,-49.021682,-17.842121
122,P17,431,50,452,431.026,50.057,452.078,-0.026,-0.057,-0.078,0,90,0,0,89.97,0.01,0,0.03,-0.01,7.876304,1.491194,40.762002,9.671947,-43.023994,-11.575744
122,P18,462,-94,399,462.002,-93.978,399.005,-0.002,-0.022,-0.005,0,90,0,0,90,0,0,0,0,-13.60703,14.321345,36.470655,-19.415858,-51.823473,8.313071
122,P19,692,76,390,692,76,390,0,0,0,0,90,0,0,89.98,0,0,0.02,0,7.210699,42.279393,-7.29921,10.15551,-35.695471,-12.348924
122,P20,536,248,280,536.014,247.991,280.004,-0.014,0.009,-0.004,0,90,0,0,90,0,0,0,0,27.81385,44.750159,12.855815,29.74131,-62.144374,-18.864693
122,P21,619,18,314,618.993,18.019,313.997,0.007,-0.019,0.003,0,90,0,0,90,-0.01,0,0,0.01,1.859695,41.755125,9.510509,0.226092,-51.317647,-3.805394
122,P22,527,287,353,527.007,286.983,352.999,-0.007,0.017,0.001,0,90,0,0,90,0,0,0,0,32.125108,36.462374,11.620231,37.770467,-56.017876,-27.866149
122,P23,647,222,381,647.115,222.066,381.076,-0.115,-0.066,-0.076,0,90,0,0,89.94,0.01,0,0.06,-0.01,21.247883,42.323933,-5.324625,30.458986,-42.066135,-27.833289
122,P24,405,244,479,405.007,243.987,479,-0.007,0.013,0,0,90,0,0,90,0,0,0,0,36.261682,6.067031,30.93351,48.061865,-50.602198,-40.601401
122,P25,415,192,396,415,192.008,396.005,0,-0.008,-0.005,0,90,0,0,90,0,0,0,0,28.905568,14.547944,37.810779,32.627287,-58.314127,-23.167165
122,P26,695,288,364,694.991,288.009,363.993,0.009,-0.009,0.007,0,90,0,0,90,-0.01,0,0,0.01,24.966414,53.428796,-22.822371,40.033125,-38.853542,-37.490301
122,P27,483,298,550,483.002,297.985,549.997,-0.002,0.015,0.003,0,90,0,0,90,0,0,0,0,36.4103,13.772609,9.205469,59.272381,-42.567071,-56.541338
122,P28,417,184,294,417.008,184.009,294.014,-0.008,-0.009,-0.014,0,90,0,0,90,0,0,0,0,27.367403,32.328965,37.783093,26.651795,-73.001493,-12.08069
122,P29,700,36,537,699.975,36.022,536.974,0.025,-0.022,0.026,0,90,0,0,90,-0.01,0,0,0.01,3.857063,32.103565,-15.304595,10.529007,-17.240899,-14.502256
122,P30,452,103,282,452.021,102.993,282.013,-0.021,0.007,-0.013,0,90,0,0,90,0,0,0,0,14.543055,34.531469,36.944469,13.179909,-72.395969,-7.420216
122,P31,580,25,303,580.097,25.055,303.09,-0.097,-0.055,-0.09,0,90,0,0,89.97,0.03,0,0.03,-0.03,2.687285,39.602789,16.904564,1.054099,-56.565998,-4.11169
122,P32,547,-113,431,546.991,-112.988,430.988,0.009,-0.012,0.012,0,90,0,0,90,-0.01,0,0,0.01,-13.175343,20.802693,19.988504,-21.884343,-42.30946,12.426667
122,P33,544,-83,447,543.973,-82.958,446.969,0.027,-0.042,0.031,0,90,0,0,90,-0.01,0,0,0.01,-9.742496,17.932002,21.017328,-17.395895,-39.794448,9.325628
122,P34,493,187,285,493.018,186.986,285.006,-0.018,0.014,-0.006,0,90,0,0,90,0,0,0,0,23.500983,38.702382,25.315742,23.619813,-66.748318,-13.512692
122,P35,644,53,525,643.974,53.015,524.96,0.026,-0.015,0.04,0,90,0,0,90,-0.01,0,0,0.01,5.815139,24.601497,-2.066302,12.525735,-23.297666,-16.042599
122,P36,592,-10,393,592.009,-9.996,393.009,-0.009,-0.004,-0.009,0,90,0,0,90,0,0,0,0,-0.979969,29.168712,14.861074,-3.568033,-44.028254,-1.422937
122,P37,626,143,336,626.004,142.99,336.002,-0.004,0.01,-0.002,0,90,0,0,90,0,0,0,0,14.471328,41.851734,4.566185,17.375231,-48.317158,-15.705631
122,P38,434,95,515,433.999,95,514.999,0.001,0,0.001,0,90,0,0,90,-0.01,0,0,0.01,14.950515,-4.091523,34.570944,25.724145,-34.005969,-26.670363
122,P39,635,-10,469,635.003,-9.973,469,-0.003,-0.027,0,0,90,0,0,90,0,0,0,0,-0.647076,27.010117,3.706026,-3.513379,-30.71488,-1.262028
122,P40,547,245,397,547.012,244.984,397.005,-0.012,0.016,-0.005,0,90,0,0,90,0,0,0,0,27.31159,30.868145,11.889621,34.86039,-49.681188,-28.766667
122,P41,514,234,468,513.999,234,468,0.001,0,0,0,90,0,0,90,0,0,0,0,28.093981,19.161431,16.079931,40.281088,-44.336958,-36.088015
122,P42,622,-144,277,622.012,-143.966,277.014,-0.012,-0.034,-0.014,0,90,0,0,90,0,0,0,0,-14.638773,48.270661,4.38109,-20.365647,-53.912067,8.915695
122,P43,600,-103,393,600,-103,393,0,0,0,0,90,0,0,90,0,0,0,0,-10.854689,31.091943,11.397062,-18.053929,-43.46408,9.37561
122,P44,462,109,354,462,109.001,354,0,-0.001,0,0,90,0,0,90,0,0,0,0,15.259585,22.511465,36.277016,15.577335,-60.33434,-11.796948
122,P45,439,103,506,438.991,102.986,505.98,0.009,0.014,0.02,0,90,0,0,90,-0.01,0,0,0.01,15.885915,-2.039052,34.2078,26.058076,-35.891316,-26.484252
122,P46,414,136,536,413.955,136.048,535.924,0.045,-0.048,0.076,0,90,0,0,90,-0.02,0,0,0.02,22.020359,-6.958395,33.702021,39.687008,-34.63338,-39.484976
122,P47,464,-149,491,464.005,-148.966,491.007,-0.005,-0.034,-0.007,0,90,0,0,90,0,0,0,0,-20.530743,4.77103,29.176157,-36.044852,-38.659896,25.147339
122,P48,628,276,275,628,276.001,275,0,-0.001,0,0,90,0,0,90,0,0,0,0,26.277771,54.420686,-7.38704,31.737778,-52.604109,-24.58143
122,P49,522,-143,294,522.003,-142.975,294.006,-0.003,-0.025,-0.006,0,90,0,0,90,0,0,0,0,-17.73507,37.551276,23.667223,-22.202026,-62.448297,7.338169
122,P50,537,-37,325,536.905,-36.917,324.93,0.095,-0.083,0.07,0,90,0,0,89.98,-0.03,0,0.02,0.03,-4.672113,32.555051,25.238035,-7.6083,-57.82152,0.468351
123,P1,641,21,473,641,21.001,472.999,0,-0.001,0.001,0,90,0,0,90,-0.01,0,0,0.01,2.495106,27.573012,2.207027,2.728193,-29.910557,-6.724089
123,P2,536,235,281,536.018,234.99,281.007,-0.018,0.01,-0.007,0,90,0,0,90,0,0,0,0,26.546564,44.070764,14.074481,28.204227,-62.25072,-17.939147
123,P3,656,242,373,655.988,241.999,372.991,0.012,0.001,0.009,0,90,0,0,89.98,-0.01,0,0.02,0.01,22.644727,45.117579,-8.892595,32.827077,-42.097496,-29.905741
123,P4,510,276,526,509.999,276,526,0.001,0,0,0,90,0,0,90,-0.01,0,0,0.01,32.630146,16.793189,9.204816,52.871357,-41.190317,-50.081717
123,P5,459,-118,333,459.006,-117.968,333.017,-0.006,-0.032,-0.017,0,90,0,0,89.98,0,0,0.02,0,-17.166139,25.553279,36.415477,-21.427098,-63.005688,6.561337
123,P6,610,99,466,610,99,466,0,0,0,0,90,0,0,90,0,0,0,0,10.748741,25.287696,7.111462,17.212874,-34.104938,-18.847742
123,P7,465,-55,492,465,-55,492,0,0,0,0,90,0,0,90,0,0,0,0,-7.735953,1.466971,32.783395,-15.515649,-34.837015,8.298023
123,P8,436,237,298,436.02,236.988,298.009,-0.02,0.012,-0.009,0,90,0,0,90,0,0,0,0,32.501321,34.774395,30.396397,32.804152,-69.911242,-16.537374
123,P9,445,-117,511,444.993,-116.966,510.971,0.007,-0.034,0.029,0,90,0,0,90,-0.01,0,0,0.01,-17.111095,-1.584385,32.367047,-33.138552,-34.44433,23.684283
123,P10,547,29,431,547,29.001,431,0,-0.001,0,0,90,0,0,90,0,0,0,0,3.628969,19.50848,22.213218,3.326813,-41.921898,-6.738773
123,P11,415,171,268,414.999,171.001,268,0.001,-0.001,0,0,90,0,0,90,-0.01,0,0,0.01,25.688075,36.82255,38.133038,24.31095,-77.03278,-9.296037
123,P12,490,300,336,490,299.999,336,0,0.001,0,0,90,0,0,90,0,0,0,0,35.434628,36.240932,16.195304,39.52096,-60.787332,-26.447716
123,P13,619,7,521,618.991,7.04,520.968,0.009,-0.04,0.032,0,90,0,0,90,-0.01,0,0,0.01,1.233816,20.819958,3.8844,0.692612,-24.744183,-5.148624
123,P14,563,296,267,563.02,295.989,267.007,-0.02,0.011,-0.007,0,90,0,0,90,0,0,0,0,30.830787,50.726226,2.850885,34.267892,-59.754669,-23.00118
123,P15,571,270,520,571,270,520,0,0,0,0,90,0,0,90,-0.01,0,0,0.01,28.870731,24.270839,-0.247633,50.855812,-37.147098,-49.416955
123,P16,414,101,432,414.004,101.004,432.008,-0.004,-0.004,-0.008,0,90,0,0,90,0,0,0,0,16.243723,3.766165,42.724786,19.839568,-49.033379,-17.872963
123,P17,431,50,452,431.026,50.058,452.08,-0.026,-0.058,-0.08,0,90,0,0,89.97,0.02,0,0.03,-0.02,7.876822,1.478574,40.779944,9.657861,-43.031217,-11.60404
123,P18,462,-94,399,462.002,-93.977,399.005,-0.002,-0.023,-0.005,0,90,0,0,90,0,0,0,0,-13.610608,14.307133,36.488858,-19.442429,-51.826229,8.301282
123,P19,692,76,390,691.999,76,389.999,0.001,0,0.001,0,90,0,0,90,-0.01,0,0,0.01,7.213114,42.265234,-7.278046,10.142986,-35.703896,-12.374045
123,P20,536,248,280,536.014,247.99,280.004,-0.014,0.01,-0.004,0,90,0,0,90,0,0,0,0,27.814249,44.74227,12.871867,29.724996,-62.158233,-18.891025
123,P21,619,18,314,618.993,18.02,313.997,0.007,-0.02,0.003,0,90,0,0,90,-0.01,0,0,0.01,1.859292,41.74226,9.529648,0.206897,-51.324023,-3.824479
123,P22,527,287,353,527.007,286.982,353,-0.007,0.018,0,0,90,0,0,89.98,0,0,0.02,0,32.127707,36.454635,11.636299,37.757186,-56.034364,-27.895425
123,P23,647,222,381,647.117,222.067,381.078,-0.117,-0.067,-0.078,0,90,0,0,89.95,0.01,0,0.05,-0.01,21.251249,42.312526,-5.30589,30.44871,-42.078207,-27.862588
123,P24,405,244,479,405.007,243.987,479,-0.007,0.013,0,0,90,0,0,90,0,0,0,0,36.267488,6.06019,30.948847,48.052173,-50.62456,-40.635917
123,P25,415,192,396,415,192.008,396.005,0,-0.008,-0.005,0,90,0,0,90,0,0,0,0,28.90717,14.540844,37.826564,32.612882,-58.330759,-23.197427
123,P26,695,288,364,694.99,288.01,363.993,0.01,-0.01,0.007,0,90,0,0,90,-0.01,0,0,0.01,24.97036,53.417137,-22.802362,40.026394,-38.868626,-37.521993
123,P27,483,298,550,483.001,297.985,549.997,-0.001,0.015,0.003,0,90,0,0,90,0,0,0,0,36.419063,13.764228,9.221409,59.266569,-42.591872,-56.578754
123,P28,417,184,294,417.009,184.009,294.014,-0.009,-0.009,-0.014,0,90,0,0,90,0,0,0,0,27.365221,32.323112,37.798096,26.631648,-73.016519,-12.106852
123,P29,700,36,537,699.974,36.023,536.973,0.026,-0.023,0.027,0,90,0,0,90,-0.01,0,0,0.01,3.862278,32.086937,-15.281109,10.532249,-17.249269,-14.543051
123,P30,452,103,282,452.022,102.992,282.013,-0.022,0.008,-0.013,0,90,0,0,90,0,0,0,0,14.53957,34.523546,36.960479,13.158314,-72.406747,-7.443647
123,P31,580,25,303,580.098,25.056,303.092,-0.098,-0.056,-0.092,0,90,0,0,89.97,0.03,0,0.03,-0.03,2.686014,39.590532,16.922756,1.033505,-56.571879,-4.130072
123,P32,547,-113,431,546.991,-112.988,430.988,0.009,-0.012,0.012,0,90,0,0,90,-0.01,0,0,0.01,-13.17634,20.787245,20.007777,-21.910974,-42.312428,12.416815
123,P33,544,-83,447,543.973,-82.958,446.968,0.027,-0.042,0.032,0,90,0,0,90,-0.01,0,0,0.01,-9.74279,17.916692,21.036748,-17.420103,-39.797351,9.312423
123,P34,493,187,285,493.018,186.986,285.006,-0.018,0.014,-0.006,0,90,0,0,90,0,0,0,0,23.499967,38.694664,25.331682,23.601414,-66.761316,-13.538206
123,P35,644,53,525,643.974,53.016,524.959,0.026,-0.016,0.041,0,90,0,0,90,-0.01,0,0,0.01,5.820149,24.586205,-2.044729,12.525209,-23.306115,-16.080829
123,P36,592,-10,393,592.009,-9.996,393.009,-0.009,-0.004,-0.009,0,90,0,0,90,0,0,0,0,-0.979662,29.154822,14.880496,-3.587198,-44.033602,-1.442166
123,P37,626,143,336,626.004,142.99,336.002,-0.004,0.01,-0.002,0,90,0,0,90,0,0,0,0,14.47274,41.840229,4.584965,17.361015,-48.327315,-15.731142
123,P38,434,95,515,433.999,95,514.999,0.001,0,0.001,0,90,0,0,90,0,0,0,0,14.955397,-4.103813,34.588938,25.723493,-34.01869,-26.712433
123,P39,635,-10,469,635.003,-9.972,469,-0.003,-0.028,0,0,90,0,0,90,0,0,0,0,-0.644599,26.994717,3.726889,-3.529348,-30.720105,-1.283768
123,P40,547,245,397,547.012,244.983,397.005,-0.012,0.017,-0.005,0,90,0,0,90,0,0,0,0,27.315002,30.859026,11.90665,34.849257,-49.696775,-28.797529
